Refractive Indices,Thicknesses
"1.1852388095013273,1.2239252133173253,1.0728293170876686,2.0501288522759524","336.82797497057607,456.4422744060863,363.05195190901765,132.5644320516904"
"2.2733716745978345,1.4818978414097268,2.4193495405690455,1.0217606030690178","397.82612066873656,334.02232337193306,340.2704590587414,370.3463903060438"
"2.3865948365175154,1.2797265545833996,1.0795549661187243,1.956219027894567","470.5292978882089,218.74697326824477,251.21952446679074,499.731917644816"
"2.1400361817119866,1.9485685935063242,1.2579398330817857,1.9347177059851497","476.6581009462634,202.28457568105398,428.5570738831109,297.2696710422555"
"1.4573867257374462,1.2358888615853,2.3253019575369795,1.3462293287538705","406.17909809148716,200.05557822491036,370.2291199710727,116.38426697796298"
"2.340353953863392,1.5840736077720974,1.8984445051709027,1.594694367306336","432.3409885132979,385.6210974831099,373.5064808983632,267.9725460247381"
"1.6729098889739356,1.350747203148513,2.3354813061578024,1.2865297638382571","350.7654658076138,273.7205113450384,350.7038936185139,128.4354904722448"
"1.6581496986463655,1.5398120236307726,2.464815867399767,1.8352904992960186","378.10938804020503,227.51502463664698,328.8588073462175,417.0306195714397"
"1.2017082513728856,1.602596472538385,1.7170061414474656,1.723959284542896","281.819218859114,392.2604889697044,175.3332643750634,476.1927207598703"
"2.06496039338683,1.549201873133328,1.6075115368054316,2.082385377537981","188.8310586413125,267.41196145183096,252.38431117480533,390.61071245486283"
"2.4426765629971112,1.0308193018458471,1.8315551541680104,2.070510205308269","303.92005262275967,447.12230891772913,181.47524283943,439.3793332869405"
"1.528504960243141,1.773979089754946,1.2917806183757277,1.0874959750933333","342.9565449438886,165.55191720682484,101.34397439322447,320.14200292769203"
"1.6019037483555736,1.557250414278951,2.07580996642821,2.491581830267826","173.7736270234252,499.1115836544314,134.30478881472789,137.7993843834481"
"1.809612687116185,1.4349453644234251,1.4242071737462674,1.1316073327129552","480.0741042934548,306.64079698877526,209.81355464755785,385.93932530453185"
"1.4954392903716047,1.3833622136504165,1.0377087996366634,1.4220767306478033","356.62732430186054,427.7270419086446,219.15722745323185,496.72397008203177"
"2.4430607047986976,1.803924734919178,1.4760522586350655,2.1755331997589016","219.59517026746232,125.13163231244877,291.1375632176633,293.79373715453784"
"1.006996492948609,1.4726453003741278,2.1078646493707676,1.6938369570024616","197.90316596618413,253.9514010196178,495.5591946949856,106.24202307517976"
"1.6290121687155983,1.0265945058809853,1.131560726481287,1.8504758317592298","450.0567264501945,286.8456127039294,161.9946867344761,299.76584360660974"
"1.847751098042011,1.6644866000546386,2.08027987364313,1.4312402495974523","118.98031370355633,497.21509418292567,204.91542082313475,283.24275780188884"
"2.345218563707141,1.897343526818569,2.2092035763094,2.188216101379085","295.0526162335332,187.19142401268059,342.78781058481854,322.5678354199239"
"1.2831841571013536,2.130833515653866,1.0311313747034687,1.239144712583","402.30294073559196,235.93790134885703,366.1550065677412,214.1791732071377"
"2.2726826156243076,2.1875630371378283,2.3686539184732087,1.0801269245407081","445.03060204086967,299.0959200191458,141.71384684713928,238.5691782801675"
"1.5345811136128178,2.4795287078568427,1.958992996218031,1.1746264946633642","236.0876096328937,399.1726457519986,286.7848700609766,371.989411803371"
"1.7134003398914208,1.6805270231724947,1.1408156694836766,1.7497784432092605","410.32424008835034,478.17049184280694,187.30127989180625,117.57960572834293"
"1.3704756489992564,1.1396070721036295,2.0636451898093218,1.390906742005921","213.64217338709966,422.2809051324492,454.6120729875268,306.3787298930109"
"1.9737190940520768,1.5657068373669796,2.111765013933468,2.3963937306160705","375.8349843986426,303.51677598436885,203.48917095594402,157.56669187308302"
"2.47347389124752,1.3968725183540134,2.1664656209186886,1.2570620481499486","339.4133112218096,408.94687235537555,357.9401765207433,308.4552165139817"
"1.0512669128442367,1.2929129072848793,1.2534439296663584,1.3589675427236623","198.5306896081895,413.78425053477815,138.21275395020626,443.60269154276267"
"2.296801410496151,1.1346045691612021,1.6900501254125042,1.0757311870504127","341.5741134511847,389.166090703387,428.8790562983874,189.15973183118786"
"2.4510441975067083,1.7758565753025373,1.2832782895766004,1.2214866883187465","374.5590135858197,138.20059257057218,379.16940928353006,328.8126155224956"
"2.402841647409295,1.441021138006136,1.514641798249228,1.799715694026562","138.62524701678024,403.07251776399414,219.84589957920346,129.30321715531957"
"2.3592854373385475,1.767197201351891,1.7514015245479215,1.991478984431252","428.0847236142244,235.5172274632182,377.1243082038549,323.40307524610296"
"1.4575071574403515,2.0149182577444056,1.9475898138502108,2.2737065175441113","287.7047995838523,152.20926680659755,433.85947228045774,447.3347835288014"
"1.482502671199056,2.4706110245328006,1.84379740022121,1.158318915871973","193.6773198018899,321.2818993783153,470.78794898991305,226.65375427182727"
"1.521761554517738,2.160778194068466,2.0929851643087316,1.3961254571605686","165.23824784898505,412.5938591982228,479.173720848045,350.45154171163085"
"2.168311160857076,2.425563353888887,2.0834596101075307,2.0282293433822005","266.9556022802732,249.9634910444141,271.36613044878345,221.83582325099084"
"1.504501192093159,1.5144378256272575,1.1804445934589296,2.187092586111219","439.0743838975641,418.15713436295596,166.19819287195418,338.86318526807804"
"1.6505213058020987,1.262166083607467,1.5112195152991588,1.760897406977333","182.94840927756636,194.64748208818756,193.22843495386292,359.6744842586786"
"1.8519050891652744,2.3568938369030574,1.6482126682391258,1.5650461715023836","328.04545982071375,328.978111430038,406.2206743630872,246.20745026427423"
"1.2955718881847724,1.5348923305344884,1.1235606332696266,1.6037019074140033","130.18919036268136,212.56265401957228,371.7595294784371,467.4667827737815"
"1.7349072267885444,2.392031117756905,1.5922971160935335,1.432373648643498","166.33296590026674,352.8395311111197,394.73850394810995,473.7113595085216"
"1.579604087524518,2.3428313324311474,1.617020550100129,1.0162455571301003","207.6934212778703,381.8524103219082,196.41256581164726,165.21742981902693"
"1.523025584978703,1.6153559144369516,2.2480180509510195,2.307182241078819","323.60659732370004,411.2086911614784,181.09172988068696,153.0940689154948"
"1.5147899361394053,1.787095278863322,1.3607011404003289,1.7162389267677352","340.24513259769867,296.51171772230475,373.90701031287483,229.65805682744963"
"2.183283347654055,2.009088304368146,2.1221148095229463,1.8044976149704262","419.74110875657294,237.43833377130042,136.27832398594384,368.23371006385383"
"2.383987187434432,1.552018920613143,1.2479915761784237,2.119144060638779","223.48476279980457,430.24557642149045,200.18057377625405,381.79488329848215"
"2.252640391445789,1.0996285169872497,1.683387020975955,1.8690020807477707","210.83075778516627,185.38311884023213,426.9973960416649,193.8971087236589"
"1.302719996976064,1.43590789530512,1.6370203688304161,1.7563395368988861","290.9553270063233,399.6537973086785,452.4798624885822,443.3930072419993"
"2.4767979626063426,1.4500600110447739,2.409357952973602,1.3890469255985591","408.47408720207807,340.2702471556365,496.78881884807566,397.3660474687826"
"2.4630475319794036,1.7110529070620366,1.0682679552509076,2.034820988853007","328.56446917031485,316.0703714603003,159.64340850373048,235.54484207130994"
"2.3398196583839415,2.276353585284045,2.2527788965559328,1.9678996000699378","364.38789794383734,342.6674021633538,299.5813621074178,448.60194465859377"
"1.1854433934980735,1.4838471884637687,1.8683906514140707,1.7170146433889812","362.7653996934863,337.5109032435696,423.7055567336111,111.64529754154464"
"2.2688724220045295,1.133382377400101,1.5493906299276314,1.1545655693346233","357.24438214497127,269.3282833849365,324.0826011235845,126.80633636039356"
"1.5539829746061418,1.2486382956613555,2.268507926498712,2.282182678325145","200.1758342224364,214.3579051784894,100.04674277320245,245.38806441144015"
"1.7399631591258906,1.1875085532596896,1.8098912814748882,2.2607818233268673","414.0941639072488,139.6774582024996,409.3666546699789,448.9261986428494"
"2.065404370137835,2.4936643264838168,2.381165442771394,1.5088144755364628","339.9690903869251,131.82123261133754,123.03783707931437,331.20319801455037"
"1.6117421028772494,1.0555463517672368,2.46402831759646,2.08838353206204","267.2576380257374,325.2970989512985,371.6429561598397,155.06703089854076"
"1.93424561767479,1.3252816308263848,1.3038440238944011,1.7764718317814845","424.09886837133206,157.35378194709392,268.8248028736373,251.00836607680068"
"1.5581251304930208,1.5992521199449707,1.8603261843537753,1.1797226091923334","380.0871142868578,177.86317180786733,364.7332103919337,147.7098323340595"
"1.0620236873368278,1.0600910882014047,2.422366265645651,2.2775588297613107","259.82029076269725,443.8772312623785,389.2628492720921,157.9183711990752"
"1.5628705848304094,2.3151698837059507,1.0770723299886862,1.608925668759394","330.67839711052574,301.7833755429922,139.33576348088485,364.9054937042982"
"1.853970648581529,1.5180988032115943,1.0445091264414632,1.5452658125439607","166.25975118766405,209.49328101052845,153.96853017661056,274.25164231902914"
"1.5967087183269237,2.106847666545002,2.2093036309962564,2.3818305394835253","159.39389386644564,131.2648111891018,268.15329982787637,101.80595800792975"
"2.0181866170607305,1.3848290994849712,1.7689703779607833,1.3032708984347527","238.4632196628988,370.2802379731504,392.2642813533214,331.40873274724504"
"1.1489336469693014,2.366800052262332,1.1857373863949658,1.779103555586969","312.43021316059367,273.19449811473584,153.41721113504508,494.96401310863115"
"1.583882127684694,1.9194095468732761,1.2436378658204423,1.7892783501294358","135.18525572889473,448.86266558683326,222.2794150285003,239.50261911553636"
"2.258158427718846,1.334456731795589,1.5259797996710427,1.2217240929398585","213.89175231553293,359.1763468425491,437.7390996198643,302.882763953078"
"1.5801095913188632,2.4855549654703695,1.0695571652041345,2.401628927170856","188.37018231283204,186.27145821990013,491.6094303283269,326.4909330731043"
"2.2674715661929663,1.180952552467704,2.1985380967083152,2.4638662727975014","190.63404875115543,315.632852164933,418.1400730503986,149.67551136117052"
"2.3381884409126066,2.278824207460306,1.5209349323301193,1.355050665016398","198.29020892571432,480.2240835472523,115.67975701609403,198.9868138989611"
"2.2908973336360385,2.413698932116198,1.052078090732682,1.1572261029076916","446.0671749368851,164.79699799218687,365.76168413103767,484.9033267407866"
"1.7704017686036368,1.1174505739950287,1.8891245754699835,1.3328670091142072","378.5212613326626,346.97363794869494,124.17020902357297,275.9568081788831"
"1.8682829958414655,1.9178355116676666,1.3269808850143798,1.1799081895987937","318.83394386648484,352.01905193058855,483.7785694821898,416.602602417116"
"1.9237142138166337,1.7509752329373212,1.1033063997191128,1.7428013728185308","205.31847104083892,147.97699445907654,171.43940275794347,318.09726593646326"
"1.5612447742636861,1.8660190492417685,1.4133500990175627,2.217848674953044","415.04879208260144,347.38077284445063,263.53760958357935,275.11154063315473"
"1.1269807182756668,1.2929749177801004,1.4510195419337997,1.8370377381234786","271.0911820296627,391.95924014546233,489.4148886657972,329.0677564973506"
"2.196731628087985,1.7657802278674621,1.29357131658479,2.3156351599867824","466.8727161342457,394.819170579971,153.38559176478924,196.25018023008914"
"1.0473392603566567,1.2095515214544834,1.3470044701248565,1.3131228269692907","123.58885945069042,237.05363961599718,473.89748768693624,168.15877745133776"
"1.1151007547639133,2.077523250117327,1.9610335164185126,1.3064576254608156","123.67697125046702,106.01840392548682,356.9728460530594,351.84237988674005"
"1.0298489652433558,1.2490907588211129,1.6516644254530748,1.9727354383101001","396.35429650871873,322.9323563116588,251.30875080546758,302.9671596564484"
"1.4662251335635832,1.4941204228823999,2.1123061331845006,1.3042458936962131","118.86290218278668,307.03582405101713,458.7992613146731,330.92703222135856"
"2.0486888260988976,1.5897924206599134,1.6422129589796033,1.1189498985346056","483.9481173424371,453.72354350947523,410.26667638283254,209.89039620274323"
"1.1000662638722685,1.7216732072156347,2.1405965141572096,1.2343334552390575","450.4130676716604,496.54995354950614,284.2245394197804,390.57531847648164"
"2.466756038069684,1.9650540442760949,1.4665892711045223,2.0826474060626556","403.78659767173946,271.73564732542286,222.02459885971393,241.9999534842232"
"1.92430972895889,2.4714457248225306,1.8926549754320126,2.2025913856407824","223.69846030221257,181.59477043064686,475.5722339503158,222.62788252159453"
"2.0530523288802858,1.0445491487801801,2.202002239208622,1.9193293924249621","263.4236892518213,167.383807933146,457.89799720054106,201.59320296226286"
"2.116756696945253,1.6915624066042818,2.1010209907316026,2.0659410043152002","342.0455405567722,480.93154194629363,157.5082290664875,454.40412014580426"
"1.3619223843757942,1.8187796821342777,1.9337098048227814,1.8860468072694339","349.2078681989177,342.2811388579092,285.76183254045316,426.7164106910855"
"1.6812160745209066,1.9294725112419608,1.7823580786638529,2.2215371214758726","120.78335175943184,125.41321079808733,174.37276645502277,203.78184069528365"
"1.3803886430978787,2.3070675252836104,2.270984056983421,1.64902206359043","397.18403848282514,238.7535693512826,248.88020956477942,437.6921546414271"
